Sentence,Entity
"Herzlich Ihr Alexander Neubacher, Leiter Meinung und Debatte Wirtschaftsminister Habeck (Grüne) Hausdurchsuchung im baden-württembergischen Reutlingen Marijan Murat / dpa Es ist ein Fehler aufgetreten.",Grüne
Die wenigen Gegenstimmen gegen die Ratifizierung des entsprechenden Gesetzes kommen aus der Linken und von den Grünen.,Grüne
"Das Kind war laut Polizei am Mittwochmorgen mit dem Fahrrad unterwegs und wollte an einer Ampel eine Straße überqueren, als der 58 Jahre alte Fahrer des Lkw das Mädchen beim Rechtsabbiegen erfasste.",Ampel
Die US-Notenbank in Washington  Hamburgs Polizeipräsident Ralf Martin Meyer Die Linksfraktion in der Hamburgischen Bürgerschaft hat im Zusammenhang mit dem vom Hamburger Amokschützen verfassten Buch den Rücktritt von Polizeipräsident Ralf Martin Meyer gefordert.,Linksfraktion
"Dass dies nicht geschehen sei, sei ein Versagen der Waffenbehörde, für das Meyer und Innensenator Andy Grote (SPD) die politische Verantwortung trügen und Konsequenzen ziehen müssten.",SPD
"Dass sich Sunak nun gegen Widerstände aus der eigenen Konservativen Partei und der nordirischen Protestantenpartei DUP durchsetzen konnte, gilt als wichtiger Erfolg.",Konservative
"Bei den 29 Abgeordneten, die gegen die Einigung stimmten, soll es sich um acht DUP-Mitglieder und 21 Konservative handeln, berichtet der britische »Guardian« .",Konservative
"Großbritanniens Premier Rishi Sunak Melden Sie sich an und diskutieren Sie mit  FDP-Chef Thomas Kemmerich Martin Schutt/ dpa Thomas Kemmerich, FDP-Chef in Thüringen, ist bundesweit vor allem als Kurzzeit-Ministerpräsident im Frühjahr 2020 bekannt.",FDP
Der Liberale war damals im dritten Wahlgang mit Stimmen der AfD zum Landesvater gekürt worden und nahm die Wahl an.,AfD
Der Liberale war damals im dritten Wahlgang mit Stimmen der AfD zum Landesvater gekürt worden und nahm die Wahl an.,Liberale
"Nun lotete Kemmerich in einem rechtspopulistischen Talkformat erneut aus, ob und wann Kooperationen mit der AfD möglich sind.",AfD
"Die AfD steht für Rassismus, Antisemitismus und autoritäre Politik«, sagte ein FDP-Sprecher der »taz« . »",FDP
"Die AfD steht für Rassismus, Antisemitismus und autoritäre Politik«, sagte ein FDP-Sprecher der »taz« . »",AfD
Sie steht dem liberalen Gesellschafts- und Politikverständnis der FDP diametral entgegen.,FDP
"Es gibt deshalb für die gesamte FDP keinerlei Zusammenarbeit oder Kooperation mit der AfD.« Was hatte Kemmerich gesagt, um so eine Reaktion zu provozieren?",FDP
"Es gibt deshalb für die gesamte FDP keinerlei Zusammenarbeit oder Kooperation mit der AfD.« Was hatte Kemmerich gesagt, um so eine Reaktion zu provozieren?",AfD
Der FDP-Politiker war im YouTube-Talkformat »Stimmt« aus dem Umfeld des Ex-»Bild«-Chefredakteurs Julian Reichelt eingeladen.,FDP
"Dort wurde diskutiert, wie man mit einer AfD umgehen müsse, die immer mehr Zustimmung erhalte. »",AfD
"Und wenn die dann eine Mehrheit finden trotz oder mit der AfD, dann ist die Mehrheit halt da.«",AfD
"Auf Nachfrage verneinte er jedoch, mit der AfD kooperieren zu wollen. »",AfD
"Allerdings könne er sich eine Minderheitsregierung vorstellen, die sich ihre Mehrheit im Parlament immer wieder neu sucht – also auch mit den Rechtsextremen der AfD. Im Freistaat Thüringen ist die politische Arbeit seit Jahren schwierig.",AfD
"Die gegenwärtige rot-rot-grüne Regierung kommt auf 42 Sitze, die Opposition jedoch auf 48 Sitze – darunter entfallen 19 auf die AfD. Der von Björn Höcke geführte Thüringer Landesverband gilt als besonders rechtsextrem.",AfD
Nach der Kurzzeitwahl von FDP-Chef Kemmerich durch AfD-Stimmen war es auch zwischen CDU und AfD im vergangenen Sommer zur Annäherung gekommen.,FDP
Nach der Kurzzeitwahl von FDP-Chef Kemmerich durch AfD-Stimmen war es auch zwischen CDU und AfD im vergangenen Sommer zur Annäherung gekommen.,CDU
Nach der Kurzzeitwahl von FDP-Chef Kemmerich durch AfD-Stimmen war es auch zwischen CDU und AfD im vergangenen Sommer zur Annäherung gekommen.,AfD
"Die CDU wollte einen Gesetzentwurf im Landtag einbringen, nach dem Windkraftanlagen mindestens 1000 Meter von Wohngebäuden entfernt sein müssen.",CDU
"Stimmen der FDP hatte sie sicher, mit Stimmen der AfD wurde geliebäugelt, dann das Projekt doch wieder verworfen.",FDP
"Stimmen der FDP hatte sie sicher, mit Stimmen der AfD wurde geliebäugelt, dann das Projekt doch wieder verworfen.",AfD
"An anderer Stelle hatten CDU, AfD und FDP jedoch erfolgreich beim Spielhallengesetz zusammengearbeitet.",FDP
"An anderer Stelle hatten CDU, AfD und FDP jedoch erfolgreich beim Spielhallengesetz zusammengearbeitet.",CDU
"An anderer Stelle hatten CDU, AfD und FDP jedoch erfolgreich beim Spielhallengesetz zusammengearbeitet.",AfD
"Auf die Frage, ob sich Kemmerich nach der nächsten Thüringen-Wahl erneut mit AfD-Stimmen zum Regierungschef wählen lassen würde, wich er aus.",AfD
"Seinen Rücktritt damals begründete er nun rückblickend mit der fehlenden politischen Unterstützung, die er erfahren habe – nicht aber mit einer Distanzierung von der AfD. Anmerkung der Redaktion: In einer früheren Version hieß es, dass Kemmerich nur für einen Tag Ministerpräsident war.",AfD
"FDP-Chef Thomas Kemmerich Martin Schutt/ dpa Melden Sie sich an und diskutieren Sie mit  So müsste Oumuamua ungefähr aussehen: Das Objekt ist etwa 200 Meter lang Als Astronomen Oumuamua entdeckten, standen sie vor einem Rätsel: Das Objekt aus den Tiefen des Alls wurde auf seinem Weg durch unser Sonnensystem schneller, dabei hatte es keinen erkennbaren Antrieb.",FDP
Ausweismuster mit ausgestrichenen Details: Digitale Spuren blieben dennoch Melden Sie sich an und diskutieren Sie mit  SPD-Generalsekretär Kevin Kühnert Kay Nietfeld / dpa Der Ampelstreit läuft heiß.,SPD
Ausweismuster mit ausgestrichenen Details: Digitale Spuren blieben dennoch Melden Sie sich an und diskutieren Sie mit  SPD-Generalsekretär Kevin Kühnert Kay Nietfeld / dpa Der Ampelstreit läuft heiß.,Ampel
Ausweismuster mit ausgestrichenen Details: Digitale Spuren blieben dennoch Melden Sie sich an und diskutieren Sie mit  SPD-Generalsekretär Kevin Kühnert Kay Nietfeld / dpa Der Ampelstreit läuft heiß.,Kevin Kühnert
"Nachdem Wirtschaftsminister Robert Habeck die Weitergabe eines Gesetzentwurfs zum Heizungsaustausch  an die Presse kritisiert und gegen die Koalitionspartner ausgeteilt hatte, kommt es zu heftigen Gegenreaktionen der Koalitionspartner.",Robert Habeck
"Zunächst warf der FDP-Politiker Konstantin Kuhle die Frage auf, ob nicht Habecks Ministerium selbst das Dokument geleakt habe.",FDP
Nun rügt auch SPD-Generalsekretär Kevin Kühnert den Wirtschaftsminister. (,SPD
Nun rügt auch SPD-Generalsekretär Kevin Kühnert den Wirtschaftsminister. (,Kevin Kühnert
Lesen Sie hier mehr zum Ampelzoff.),Ampel
"Er könne das verstehen, es würden derzeit große Themen in der Ampel verhandelt.",Ampel
Kühnerts »Koffern« gegen das Habecksche »Koffern« ist nur die nächste Spitze in einem seit Wochen schwelenden Streit innerhalb der Ampelkoalition.,Ampelkoalition
Kühnerts »Koffern« gegen das Habecksche »Koffern« ist nur die nächste Spitze in einem seit Wochen schwelenden Streit innerhalb der Ampelkoalition.,Ampel
"Unter den Regierungsparteien SPD, FDP und Grüne gibt es Konflikte zu mehreren Themen, vom Autobahnausbau über ein Verbot neuer Öl- und Gasheizungen bis hin zum anstehenden Etat für 2024. In einem Interview hatte FDP-Vize Wolfgang Kubicki Parallelen zwischen den Freiheitsverständnissen von Habeck und Wladimir Putin gezogen und sich in einem zweiten Schritt dafür entschuldigt. »",SPD
"Unter den Regierungsparteien SPD, FDP und Grüne gibt es Konflikte zu mehreren Themen, vom Autobahnausbau über ein Verbot neuer Öl- und Gasheizungen bis hin zum anstehenden Etat für 2024. In einem Interview hatte FDP-Vize Wolfgang Kubicki Parallelen zwischen den Freiheitsverständnissen von Habeck und Wladimir Putin gezogen und sich in einem zweiten Schritt dafür entschuldigt. »",Grüne
"Unter den Regierungsparteien SPD, FDP und Grüne gibt es Konflikte zu mehreren Themen, vom Autobahnausbau über ein Verbot neuer Öl- und Gasheizungen bis hin zum anstehenden Etat für 2024. In einem Interview hatte FDP-Vize Wolfgang Kubicki Parallelen zwischen den Freiheitsverständnissen von Habeck und Wladimir Putin gezogen und sich in einem zweiten Schritt dafür entschuldigt. »",FDP
"Unter den Regierungsparteien SPD, FDP und Grüne gibt es Konflikte zu mehreren Themen, vom Autobahnausbau über ein Verbot neuer Öl- und Gasheizungen bis hin zum anstehenden Etat für 2024. In einem Interview hatte FDP-Vize Wolfgang Kubicki Parallelen zwischen den Freiheitsverständnissen von Habeck und Wladimir Putin gezogen und sich in einem zweiten Schritt dafür entschuldigt. »",Wolfgang Kubicki
"Der Wirtschaftsminister beschwerte sich in dem Zusammenhang auch über die derzeitige Gesamtleistung der Ampel: »Wir haben einen Auftrag, für die Menschen, für Deutschland was zu leisten, und im Moment kommen wir dem nicht ausreichend genug nach«, sagte er.",Ampel
"SPD-Generalsekretär Kevin Kühnert Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Alena Buyx präsentiert die Stellungnahme des Ethikrats: Allzu konservativer Blick auf künstliche Intelligenz ANNEGRET HILSE / REUTERS Der Deutsche Ethikrat hat eine sogenannte »Stellungnahme« vorgestellt , eine fast 300 Seiten lange Einlassung zum derzeitigen und auch zukünftigen Dauergroßthema künstliche Intelligenz.",SPD
"SPD-Generalsekretär Kevin Kühnert Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Alena Buyx präsentiert die Stellungnahme des Ethikrats: Allzu konservativer Blick auf künstliche Intelligenz ANNEGRET HILSE / REUTERS Der Deutsche Ethikrat hat eine sogenannte »Stellungnahme« vorgestellt , eine fast 300 Seiten lange Einlassung zum derzeitigen und auch zukünftigen Dauergroßthema künstliche Intelligenz.",Kevin Kühnert
"Das funktioniert auf Englisch schon sehr eindrucksvoll, hier zum Beispiel ein Statement eines synthetischen Olaf Scholz, das ich einfach als Text bei Elevenlabs eingegeben habe: Ich bin damit einverstanden, dass mir externe Inhalte angezeigt werden.",Olaf Scholz
"Landesinnenministerin Sabine Sütterlin-Waack (CDU) teilte dem SPIEGEL mit, drei Mädchen gälten als Hauptverdächtige, zwei 13- und eine 17-Jährige.",CDU
Oder wie Microsoft es beschreiben würde: »Erstellen Spiele ab Wörter mit KI« »Datenschützer gehen gegen Parteienwerbung auf Facebook vor« (zwei Leseminuten)Sechs deutsche Parteien von der SPD bis zur AfD sollen auf Facebook gezielt Anhänger der politischen Konkurrenz umworben haben.,SPD
Oder wie Microsoft es beschreiben würde: »Erstellen Spiele ab Wörter mit KI« »Datenschützer gehen gegen Parteienwerbung auf Facebook vor« (zwei Leseminuten)Sechs deutsche Parteien von der SPD bis zur AfD sollen auf Facebook gezielt Anhänger der politischen Konkurrenz umworben haben.,AfD
Bundesinnenministerin Nancy Faeser äußerte sich zu der Razzia während ihres Besuches in den USA und lenkte die Debatte auf die von ihr geplante Verschärfung des Waffenrechts. »,Nancy Faeser
"Anmerkung der Redaktion: Bundesinnenministerin Nancy Faeser befand sich an diesem Mittwoch bereits in den USA und nicht mehr in Kanada, wir haben die Stelle korrigiert.",Nancy Faeser
Festnahme des mutmaßlichen Anführers der »Reichsbürger«-Terrorgruppe im Dezember Melden Sie sich an und diskutieren Sie mit  Chef der niedersächsischen FDP: Konstantin Kuhle Es bebt in der Ampelkoalition.,FDP
Festnahme des mutmaßlichen Anführers der »Reichsbürger«-Terrorgruppe im Dezember Melden Sie sich an und diskutieren Sie mit  Chef der niedersächsischen FDP: Konstantin Kuhle Es bebt in der Ampelkoalition.,Ampelkoalition
Festnahme des mutmaßlichen Anführers der »Reichsbürger«-Terrorgruppe im Dezember Melden Sie sich an und diskutieren Sie mit  Chef der niedersächsischen FDP: Konstantin Kuhle Es bebt in der Ampelkoalition.,Ampel
"Nachdem Wirtschaftsminister Robert Habeck die Weitergabe eines Gesetzentwurfs zum Heizungsaustausch  in einem frühen Stadium an die Presse kritisiert hatte, kommt es zu einer heftigen Antwort vonseiten der FDP.",FDP
"Nachdem Wirtschaftsminister Robert Habeck die Weitergabe eines Gesetzentwurfs zum Heizungsaustausch  in einem frühen Stadium an die Presse kritisiert hatte, kommt es zu einer heftigen Antwort vonseiten der FDP.",Robert Habeck
"Der Vorsitzende der Liberalen in Niedersachsen, Konstantin Kuhle, warf in einem Tweet  die Frage auf, ob nicht Habecks Ministerium selbst das Dokument geleakt habe. »",Liberale
Kuhles Tweet gilt als weitere Episode eines seit Wochen andauernden Streits innerhalb der Ampelkoalition.,Ampelkoalition
Kuhles Tweet gilt als weitere Episode eines seit Wochen andauernden Streits innerhalb der Ampelkoalition.,Ampel
"Der Wirtschaftsminister hatte sich auch über die derzeitige Gesamtleistung der Ampel beschwert: »Wir haben einen Auftrag, für die Menschen, für Deutschland was zu leisten, und im Moment kommen wir dem nicht ausreichend genug nach«, sagte er.",Ampel
"Chef der niedersächsischen FDP: Konstantin Kuhle Melden Sie sich an und diskutieren Sie mit  Sonnenuntergang auf der Aussichtsplattform Summit im One Vanderbilt-Wolkenkratzer Die Nerven lagen vorübergehend blank im One Vanderbilt-Wolkenkratzer, dem zweithöchsten Bürohaus in New York City: Am Montagnachmittag hatten die Menschen in dem 427 Meter hohen Gebäude plötzlich das Gefühl, dass es erschüttert wurde und schwankte.",FDP
"Die Verletzung des Polizisten verdeutlicht für Bundesjustizminister Marco Buschmann (FDP) die Gefahr, die von der Gruppierung ausgeht. »",FDP
"Die Verletzung des Polizisten verdeutlicht für Bundesjustizminister Marco Buschmann (FDP) die Gefahr, die von der Gruppierung ausgeht. »",Marco Buschmann
Auch Baden-Württembergs Innenminister Thomas Strobl (CDU) warnte nach der Razzia eindringlich vor der Reichsbürgerszene. »,CDU
"Das sind staatsfeindliche, sehr gefährliche, gewaltbereite Leute, die auch eine hohe Waffenaffinität haben«, sagte der CDU-Politiker bei einem Besuch des Tatorts in Reutlingen.",CDU
Bundesinnenministerin Nancy Faeser (SPD) drängt auf eine Verschärfung des Waffenrechts. »,SPD
Bundesinnenministerin Nancy Faeser (SPD) drängt auf eine Verschärfung des Waffenrechts. »,Nancy Faeser
Bundesagrarminister Cem Özdemir (Grüne) dankte den Einsatzkräften für den Zugriff. »,Grüne
Bundesagrarminister Cem Özdemir (Grüne) dankte den Einsatzkräften für den Zugriff. »,Cem Özdemir
Ähnlich äußerte sich die Grünen-Bundestagsabgeordnete Beate Müller-Gemmeke.,Grüne
"Wenn wir zu einem ressourcenschonenderen Wirtschaftsmodell kommen wollen, macht es Sinn mehr auf Reparieren statt Neukaufen zu setzen«, erklärte der CSU-Europaabgeordnete Markus Ferber. »",CSU
Die Grünenabgeordnete Anna Cavazzini forderte über den Vorschlag der Kommission hinaus eine Ausweitung der gesetzlichen Garantie auf die erwartete Lebensdauer eines Produktes.,Grüne
Die Grünenabgeordnete Anna Cavazzini forderte über den Vorschlag der Kommission hinaus eine Ausweitung der gesetzlichen Garantie auf die erwartete Lebensdauer eines Produktes.,Die Grünen
"Der SPD-Abgeordnete René Repasi sprach sich dafür aus, Anreize zur längeren Nutzung digitaler Produkte zu schaffen.",SPD
So hatte Grünenpolitikerin Renate Künast 2022 erfolgreich gegen Meta geklagt.,Grüne
Melden Sie sich an und diskutieren Sie mit  Wirtschaftsminister Habeck (Grüne) Dieser Artikel gehört zum Angebot von SPIEGEL+.,Grüne
Die öffentliche Kritik des grünen Vizekanzlers Robert Habeck an den Koalitionspartnern sorgt für Unmut bei SPD und FDP. »,SPD
Die öffentliche Kritik des grünen Vizekanzlers Robert Habeck an den Koalitionspartnern sorgt für Unmut bei SPD und FDP. »,FDP
Die öffentliche Kritik des grünen Vizekanzlers Robert Habeck an den Koalitionspartnern sorgt für Unmut bei SPD und FDP. »,Robert Habeck
"Die Wahrnehmung von Herrn Habeck, die Grünen seien in der Ampelkoalition für den Fortschritt verantwortlich und die anderen Parteien würden ihn verhindern, entspricht nicht der Realität«, sagte FDP-Generalsekretär Bijan Djir-Sarai dem SPIEGEL. »",Grüne
"Die Wahrnehmung von Herrn Habeck, die Grünen seien in der Ampelkoalition für den Fortschritt verantwortlich und die anderen Parteien würden ihn verhindern, entspricht nicht der Realität«, sagte FDP-Generalsekretär Bijan Djir-Sarai dem SPIEGEL. »",FDP
"Die Wahrnehmung von Herrn Habeck, die Grünen seien in der Ampelkoalition für den Fortschritt verantwortlich und die anderen Parteien würden ihn verhindern, entspricht nicht der Realität«, sagte FDP-Generalsekretär Bijan Djir-Sarai dem SPIEGEL. »",Ampelkoalition
"Die Wahrnehmung von Herrn Habeck, die Grünen seien in der Ampelkoalition für den Fortschritt verantwortlich und die anderen Parteien würden ihn verhindern, entspricht nicht der Realität«, sagte FDP-Generalsekretär Bijan Djir-Sarai dem SPIEGEL. »",Ampel
