Sentence,Entity,predicted_label
Hören Sie jetzt die neue Folge: Alle Quellen und weiterführende Links zum Thema finden Sie hier: Stimmenfang zur nuklearen Teilhabe Bundeswehrtagung 2022: Rede von Bundeskanzler Olaf Scholz  Verteidigungsministerin Lambrecht über den Krieg in der Ukraine  Die Null-Bock-Ministerin  Pistorius: Aufgabe mit großer Verantwortung  Mehrheit: Zusätzliches Geld für Bundeswehr  Panzerhaubitze 2000: Eines der modernsten Geschütze weltweit  Bundestag billigt Kauf von F35-Kampfjets Bundeswehr-Gewehr G36: Bitte nicht so viel schießen Gericht weist Beschwerde gegen Sturmgewehrauftrag zurück Bundeswehr war für Puma-Totalausfall verantwortlich – nicht die Industrie  Nato-Ziel: Deutscher Wehretat muss steigen  Wehrbeauftragte sieht Truppe teils in »erbärmlichem Zustand«  Högl: Noch kein Cent des Sondervermögens bei der Truppe angekommen  Sie haben Themenvorschläge oder Feedback zu unserem Podcast?,Olaf Scholz,2
"Aber wenn man gestern die Kommentare und Tweets einiger Kolleginnen und Kollegen zum Zustand der Ampelkoalition las, konnte man auf die Idee kommen, Olaf Scholz wäre kurz davor, Neuwahlen anzustreben (was gar nicht so einfach geht, Gerhard Schröder kann es bezeugen) oder Friedrich Merz zum Vizekanzler zu machen (was mit 67 Jahren immerhin endlich sein erstes Regierungsamt wäre).",Olaf Scholz,2
"Aber wenn man gestern die Kommentare und Tweets einiger Kolleginnen und Kollegen zum Zustand der Ampelkoalition las, konnte man auf die Idee kommen, Olaf Scholz wäre kurz davor, Neuwahlen anzustreben (was gar nicht so einfach geht, Gerhard Schröder kann es bezeugen) oder Friedrich Merz zum Vizekanzler zu machen (was mit 67 Jahren immerhin endlich sein erstes Regierungsamt wäre).",Friedrich Merz,2
"Aber wenn man gestern die Kommentare und Tweets einiger Kolleginnen und Kollegen zum Zustand der Ampelkoalition las, konnte man auf die Idee kommen, Olaf Scholz wäre kurz davor, Neuwahlen anzustreben (was gar nicht so einfach geht, Gerhard Schröder kann es bezeugen) oder Friedrich Merz zum Vizekanzler zu machen (was mit 67 Jahren immerhin endlich sein erstes Regierungsamt wäre).",Ampelkoalition,2
"Aber wenn man gestern die Kommentare und Tweets einiger Kolleginnen und Kollegen zum Zustand der Ampelkoalition las, konnte man auf die Idee kommen, Olaf Scholz wäre kurz davor, Neuwahlen anzustreben (was gar nicht so einfach geht, Gerhard Schröder kann es bezeugen) oder Friedrich Merz zum Vizekanzler zu machen (was mit 67 Jahren immerhin endlich sein erstes Regierungsamt wäre).",Ampel,2
Ich kann Ihnen aber versichern: Die Ampel bleibt.,Ampel,1
Große Worte: Robert Habeck Nach allerlei Kabbeleien in den letzten Wochen hatte Robert Habeck am Dienstagabend den »Tagesthemen« ein Interview gegeben.,Robert Habeck,2
"Damals regierte Schwarz-Gelb (noch kein Jahr), und nach längerer Diskussion hatten wir uns als Redaktion für eine sehr einfache Titelzeile entschieden: »Aufhören!«",Schwarz-Gelb,2
"Aber verglichen mit Schwarz-Gelb, ist die Ampel immer noch ein Waldorfkindergarten.",Ampel,2
"Aber verglichen mit Schwarz-Gelb, ist die Ampel immer noch ein Waldorfkindergarten.",Schwarz-Gelb,2
"Schwarz-Gelb regierte damals übrigens die gesamte Legislaturperiode, und die Kanzlerin blieb auch nach der Wahl 2013 Kanzlerin.",Schwarz-Gelb,2
"Nur die FDP, die flog dann aus dem Bundestag.",FDP,2
"Stress in der Ampelregierung: So kontern SPD und FDP Habecks Vorwürfe In Brüssel beginnt heute ein EU-Gipfel, und ich möchte kurz aus der Ankündigung einer Nachrichtenagentur zitieren: »Auf der Tagesordnung stehen unter anderem Debatten zur Ukraine, zur Wettbewerbsfähigkeit, zum Binnenmarkt und zur Wirtschaft sowie zur Energie.«",SPD,2
"Stress in der Ampelregierung: So kontern SPD und FDP Habecks Vorwürfe In Brüssel beginnt heute ein EU-Gipfel, und ich möchte kurz aus der Ankündigung einer Nachrichtenagentur zitieren: »Auf der Tagesordnung stehen unter anderem Debatten zur Ukraine, zur Wettbewerbsfähigkeit, zum Binnenmarkt und zur Wirtschaft sowie zur Energie.«",FDP,2
"Stress in der Ampelregierung: So kontern SPD und FDP Habecks Vorwürfe In Brüssel beginnt heute ein EU-Gipfel, und ich möchte kurz aus der Ankündigung einer Nachrichtenagentur zitieren: »Auf der Tagesordnung stehen unter anderem Debatten zur Ukraine, zur Wettbewerbsfähigkeit, zum Binnenmarkt und zur Wirtschaft sowie zur Energie.«",Ampel,2
"Stress in der Ampelregierung: So kontern SPD und FDP Habecks Vorwürfe In Brüssel beginnt heute ein EU-Gipfel, und ich möchte kurz aus der Ankündigung einer Nachrichtenagentur zitieren: »Auf der Tagesordnung stehen unter anderem Debatten zur Ukraine, zur Wettbewerbsfähigkeit, zum Binnenmarkt und zur Wirtschaft sowie zur Energie.«",Ampelregierung,2
Die Linke und die abtrünnige Wagenknecht: Jetzt reicht’s  Prater in Wien …sind alle Wienerinnen und Wiener.,Die Linke,2
"Ihr Christoph Hickmann, stellvertretender Leiter des SPIEGEL-Hauptstadtbüros Große Worte: Robert Habeck Selenskyj, Soldaten: Unvorstellbarer Mut Sahra Wagenknecht, Vortragsreisende Oliver Ziebe / dpa Prater in Wien Es ist ein Fehler aufgetreten.",Robert Habeck,0
"Am morgigen Donnerstag kommen derweil die Staats- und Regierungschefs der Europäischen Union in Brüssel zu ihrem zweitägigen Frühjahrsgipfel zusammen, wobei auch Selenskyj per Video zugeschaltet wird.",Union,2
"Pellegrinis Sozialdemokraten hatten zuvor ebenso wie andere Oppositionsparteien kritisiert, dass die seit einem im Dezember verlorenen Misstrauensvotum nur mehr kommissarisch amtierende Minderheitsregierung die Übergabe der MiG-29 an die Ukraine unter Umgehung des Parlaments beschlossen habe.",Sozialdemokraten,1
Keine Angst vor Donald Trump: Manhattans Bezirksstaatsanwalt Alvin Bragg Seth Wenig / AP Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.,FDP,1
Keine Angst vor Donald Trump: Manhattans Bezirksstaatsanwalt Alvin Bragg Seth Wenig / AP Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.,Volker Wissing,1
Keine Angst vor Donald Trump: Manhattans Bezirksstaatsanwalt Alvin Bragg Seth Wenig / AP Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.,Christian Lindner,1
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Verwüstung durch »Ian« in Florida: Hurrikan verursachte Schäden von bis zu 65 Milliarden Dollar Ricardo Arduengo / AFP Naturkatastrophen haben im vergangenen Jahr weltweit wirtschaftliche Schäden in Höhe von 275 Milliarden Dollar (255 Milliarden Euro) verursacht.,FDP,1
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Verwüstung durch »Ian« in Florida: Hurrikan verursachte Schäden von bis zu 65 Milliarden Dollar Ricardo Arduengo / AFP Naturkatastrophen haben im vergangenen Jahr weltweit wirtschaftliche Schäden in Höhe von 275 Milliarden Dollar (255 Milliarden Euro) verursacht.,Volker Wissing,1
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Verwüstung durch »Ian« in Florida: Hurrikan verursachte Schäden von bis zu 65 Milliarden Dollar Ricardo Arduengo / AFP Naturkatastrophen haben im vergangenen Jahr weltweit wirtschaftliche Schäden in Höhe von 275 Milliarden Dollar (255 Milliarden Euro) verursacht.,Christian Lindner,1
Die Ampelkoalition solle kurzfristiges Krisenmanagement und langfristige Zukunftsgestaltung in europäischen Lösungen miteinander verbinden.,Ampelkoalition,2
Die Ampelkoalition solle kurzfristiges Krisenmanagement und langfristige Zukunftsgestaltung in europäischen Lösungen miteinander verbinden.,Ampel,2
"Fire TV QLED Omni: Sensoren erfassen die Umgebung Melden Sie sich an und diskutieren Sie mit  Guten Abend, die drei Fragezeichen heute: Ampelstreit – warum ist Robert Habeck so wütend? »",Ampel,2
"Fire TV QLED Omni: Sensoren erfassen die Umgebung Melden Sie sich an und diskutieren Sie mit  Guten Abend, die drei Fragezeichen heute: Ampelstreit – warum ist Robert Habeck so wütend? »",Robert Habeck,2
In der Ampelkoalition hat es heute geknallt.,Ampelkoalition,2
In der Ampelkoalition hat es heute geknallt.,Ampel,2
"Auslöser war ein Auftritt des grünen Vizekanzlers und Wirtschaftsministers Robert Habeck gestern Abend in den ARD-»Tagesthemen«, wo er seinen Koalitionspartnern unter anderem Fortschrittsverweigerung und absichtlichen Vertrauensbruch vorwarf.",Robert Habeck,1
Das wollten SPD und FDP so nicht stehenlassen.,SPD,1
Das wollten SPD und FDP so nicht stehenlassen.,FDP,1
"FDP-Generalsekretär Bijan Djir-Sarai sagte heute dem SPIEGEL: »Die Wahrnehmung von Herrn Habeck, die Grünen seien in der Ampelkoalition für den Fortschritt verantwortlich und die anderen Parteien würden ihn verhindern, entspricht nicht der Realität.«",Grüne,2
"FDP-Generalsekretär Bijan Djir-Sarai sagte heute dem SPIEGEL: »Die Wahrnehmung von Herrn Habeck, die Grünen seien in der Ampelkoalition für den Fortschritt verantwortlich und die anderen Parteien würden ihn verhindern, entspricht nicht der Realität.«",FDP,2
"FDP-Generalsekretär Bijan Djir-Sarai sagte heute dem SPIEGEL: »Die Wahrnehmung von Herrn Habeck, die Grünen seien in der Ampelkoalition für den Fortschritt verantwortlich und die anderen Parteien würden ihn verhindern, entspricht nicht der Realität.«",Ampelkoalition,2
"FDP-Generalsekretär Bijan Djir-Sarai sagte heute dem SPIEGEL: »Die Wahrnehmung von Herrn Habeck, die Grünen seien in der Ampelkoalition für den Fortschritt verantwortlich und die anderen Parteien würden ihn verhindern, entspricht nicht der Realität.«",Ampel,2
"FDP-Generalsekretär Bijan Djir-Sarai sagte heute dem SPIEGEL: »Die Wahrnehmung von Herrn Habeck, die Grünen seien in der Ampelkoalition für den Fortschritt verantwortlich und die anderen Parteien würden ihn verhindern, entspricht nicht der Realität.«",Bijan Djir-Sarai,2
SPD-Fraktionsvize Dirk Wiese unterstellte Habeck einen allzu billigen Profilierungsversuch: »Etwas mehr Selbstkritik wäre richtig gewesen.«,SPD,2
SPD-Fraktionsvize Dirk Wiese unterstellte Habeck einen allzu billigen Profilierungsversuch: »Etwas mehr Selbstkritik wäre richtig gewesen.«,SPD-Fraktion,2
"Wirtschaftsminister Habeck (Grüne) FDP-Politiker Konstantin Kuhle wies Habecks Mutmaßung zurück, man habe seinen Gesetzentwurf zum Heizungstausch vorzeitig an die »Bild«-Zeitung durchgestochen, um ihn zu erledigen. »",Grüne,1
"Wirtschaftsminister Habeck (Grüne) FDP-Politiker Konstantin Kuhle wies Habecks Mutmaßung zurück, man habe seinen Gesetzentwurf zum Heizungstausch vorzeitig an die »Bild«-Zeitung durchgestochen, um ihn zu erledigen. »",FDP,1
"Und dann kam auch noch FDP-Vize Wolfgang Kubicki mit der These um die Ecke, dass Habeck ein ähnliches Verständnis von Freiheit habe wie, kein Witz, Wladimir Putin.",FDP,1
"Und dann kam auch noch FDP-Vize Wolfgang Kubicki mit der These um die Ecke, dass Habeck ein ähnliches Verständnis von Freiheit habe wie, kein Witz, Wladimir Putin.",Wolfgang Kubicki,1
"Je nach Zählweise hängen bis zu 40 Projekte der Ampel in der Luft, weil sich die drei Partner nicht einigen können; vom EU-Verbrennerautoverbot bis zur Kindergrundsicherung.",Ampel,1
"Doch während in der öffentlichen Debatte bislang zumeist die FDP als Schuldige ausgemacht wurde, weil sie sich den Plänen der beiden linken Partner widersetze, rücken nun die Grünen in die Außenseiterrolle.",Grüne,1
"Doch während in der öffentlichen Debatte bislang zumeist die FDP als Schuldige ausgemacht wurde, weil sie sich den Plänen der beiden linken Partner widersetze, rücken nun die Grünen in die Außenseiterrolle.",FDP,1
Das von Habeck forcierte Verbot neuer Öl- und Gasheizungen halten viele in der SPD für unausgereift und unsozial.,SPD,1
Das von der grünen Umweltministerin Steffi Lemke vorgeschlagene Biosprit-Ende bis 2030 lehnen die SPD-Fachpolitiker ab.,SPD,2
Das von der grünen Umweltministerin Steffi Lemke vorgeschlagene Biosprit-Ende bis 2030 lehnen die SPD-Fachpolitiker ab.,Steffi Lemke,2
"Und dass die Grünen jetzt auch noch den Kohleausstieg in Ostdeutschland vorziehen wollen, geht nach Genossenmeinung gar nicht.",Grüne,2
"Und dass die Grünen jetzt auch noch den Kohleausstieg in Ostdeutschland vorziehen wollen, geht nach Genossenmeinung gar nicht.",Genossen,2
"Habeck habe »anscheinend in seiner eigenen Partei ein bisschen Druck auf dem Kessel«, sagte SPD-Generalsekretär Kevin Kühnert heute.",SPD,1
"Habeck habe »anscheinend in seiner eigenen Partei ein bisschen Druck auf dem Kessel«, sagte SPD-Generalsekretär Kevin Kühnert heute.",Kevin Kühnert,1
"Marina Kormbaki und Christian Teevs aus unserem SPIEGEL-Hauptstadtbüro analysieren, dass hinter den Streitereien zwischen SPD und Grünen auch ein tieferer Konflikt steckt .",SPD,1
"Marina Kormbaki und Christian Teevs aus unserem SPIEGEL-Hauptstadtbüro analysieren, dass hinter den Streitereien zwischen SPD und Grünen auch ein tieferer Konflikt steckt .",Grüne,1
Für die Grünen gehe es um die Rolle als führende Kraft der linken Mitte.,Grüne,2
"Auch die SPD sehe die Grünen als Konkurrenten, gepaart mit einer gewissen Herablassung.",SPD,1
"Auch die SPD sehe die Grünen als Konkurrenten, gepaart mit einer gewissen Herablassung.",Grüne,1
Subtext: Die Grünen müssten noch in der Regierung ankommen.,Grüne,2
Subtext: Die Grünen müssten noch in der Regierung ankommen.,Die Grünen,2
Lesen Sie hier mehr: So kontern SPD und FDP Habecks Vorwürfe Die Bundesanwaltschaft hat heute erneut mehrere Wohnungen von mutmaßlichen Anhängern der sogenannten Reichsbürger-Gruppe um Heinrich XIII.,SPD,2
Lesen Sie hier mehr: So kontern SPD und FDP Habecks Vorwürfe Die Bundesanwaltschaft hat heute erneut mehrere Wohnungen von mutmaßlichen Anhängern der sogenannten Reichsbürger-Gruppe um Heinrich XIII.,FDP,2
Linkenchefin Janine Wissler kritisierte heute ihre Noch-Parteifreundin: Bundesabgeordnete sollten ihre Arbeit im Parlament machen.,Janine Wissler,2
"Die »grob verfälschende«  (»FAZ«) Sendung über Bosnien-Herzegowina, wo angeblich ein muslimfeindlicher Politdilettant der CSU sein Unwesen treibe?",CSU,1
"Herzlich Ihr Alexander Neubacher, Leiter Meinung und Debatte Wirtschaftsminister Habeck (Grüne) Hausdurchsuchung im baden-württembergischen Reutlingen Marijan Murat / dpa Es ist ein Fehler aufgetreten.",Grüne,0
Die wenigen Gegenstimmen gegen die Ratifizierung des entsprechenden Gesetzes kommen aus der Linken und von den Grünen.,Grüne,2
"Das Kind war laut Polizei am Mittwochmorgen mit dem Fahrrad unterwegs und wollte an einer Ampel eine Straße überqueren, als der 58 Jahre alte Fahrer des Lkw das Mädchen beim Rechtsabbiegen erfasste.",Ampel,2
Die US-Notenbank in Washington  Hamburgs Polizeipräsident Ralf Martin Meyer Die Linksfraktion in der Hamburgischen Bürgerschaft hat im Zusammenhang mit dem vom Hamburger Amokschützen verfassten Buch den Rücktritt von Polizeipräsident Ralf Martin Meyer gefordert.,Linksfraktion,2
"Dass dies nicht geschehen sei, sei ein Versagen der Waffenbehörde, für das Meyer und Innensenator Andy Grote (SPD) die politische Verantwortung trügen und Konsequenzen ziehen müssten.",SPD,1
"Dass sich Sunak nun gegen Widerstände aus der eigenen Konservativen Partei und der nordirischen Protestantenpartei DUP durchsetzen konnte, gilt als wichtiger Erfolg.",Konservative,2
"Bei den 29 Abgeordneten, die gegen die Einigung stimmten, soll es sich um acht DUP-Mitglieder und 21 Konservative handeln, berichtet der britische »Guardian« .",Konservative,2
"Großbritanniens Premier Rishi Sunak Melden Sie sich an und diskutieren Sie mit  FDP-Chef Thomas Kemmerich Martin Schutt/ dpa Thomas Kemmerich, FDP-Chef in Thüringen, ist bundesweit vor allem als Kurzzeit-Ministerpräsident im Frühjahr 2020 bekannt.",FDP,2
Der Liberale war damals im dritten Wahlgang mit Stimmen der AfD zum Landesvater gekürt worden und nahm die Wahl an.,AfD,2
Der Liberale war damals im dritten Wahlgang mit Stimmen der AfD zum Landesvater gekürt worden und nahm die Wahl an.,Liberale,2
"Nun lotete Kemmerich in einem rechtspopulistischen Talkformat erneut aus, ob und wann Kooperationen mit der AfD möglich sind.",AfD,2
"Die AfD steht für Rassismus, Antisemitismus und autoritäre Politik«, sagte ein FDP-Sprecher der »taz« . »",FDP,1
"Die AfD steht für Rassismus, Antisemitismus und autoritäre Politik«, sagte ein FDP-Sprecher der »taz« . »",AfD,1
